Latitude (decimal degrees):	48.871
Longitude (decimal degrees):	0.300
Elevation (m):	240
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20220415:1810,6.19,20.05,5.45,16.8,2.48,0.0
20220415:1910,0.0,0.0,0.0,14.57,2.55,0.0
20220415:2010,0.0,0.0,0.0,13.18,2.55,0.0
20220415:2110,0.0,0.0,0.0,12.21,2.48,0.0
20220415:2210,0.0,0.0,0.0,11.4,2.28,0.0
20220415:2310,0.0,0.0,0.0,10.63,2.21,0.0
20220416:0010,0.0,0.0,0.0,10.04,2.21,0.0
20220416:0110,0.0,0.0,0.0,9.56,2.28,0.0
20220416:0210,0.0,0.0,0.0,9.09,2.21,0.0
20220416:0310,0.0,0.0,0.0,8.63,2.21,0.0
20220416:0410,0.0,0.0,0.0,8.14,2.14,0.0
20220416:0510,0.0,0.0,0.0,7.69,2.21,0.0
20220416:0610,46.53,92.3,9.57,7.72,2.07,0.0
20220416:0710,247.51,318.24,19.42,9.24,2.0,0.0
20220416:0810,460.98,557.62,29.02,11.21,2.34,0.0
20220416:0910,632.53,774.82,37.85,12.92,2.48,0.0
20220416:1010,758.96,947.66,45.19,14.33,2.9,0.0
20220416:1110,830.06,1048.78,49.98,15.37,3.31,0.0
20220416:1210,857.0,1089.94,51.18,16.11,3.45,0.0
20220416:1310,811.79,1028.73,48.45,16.71,3.38,0.0
20220416:1410,718.1,900.64,42.51,17.05,3.17,0.0
20220416:1510,571.77,706.82,34.47,17.12,3.17,0.0
20220416:1610,375.11,468.71,25.26,16.81,3.24,0.0
20220416:1710,153.57,224.41,15.51,16.16,3.17,0.0
20220416:1810,6.38,20.57,5.67,14.99,2.83,0.0
20220416:1910,0.0,0.0,0.0,13.56,2.97,0.0
20220416:2010,0.0,0.0,0.0,12.27,2.76,0.0
20220416:2110,0.0,0.0,0.0,11.2,2.62,0.0
20220416:2210,0.0,0.0,0.0,10.37,2.83,0.0
20220416:2310,0.0,0.0,0.0,9.72,2.97,0.0
20220417:0010,0.0,0.0,0.0,9.1,2.83,0.0
20220417:0110,0.0,0.0,0.0,8.51,2.62,0.0
20220417:0210,0.0,0.0,0.0,7.8,2.62,0.0
20220417:0310,0.0,0.0,0.0,7.15,2.62,0.0
20220417:0410,0.0,0.0,0.0,6.55,2.55,0.0
20220417:0510,0.0,0.0,0.0,5.99,2.62,0.0
20220417:0610,51.92,93.1,9.87,6.05,2.55,0.0
20220417:0710,241.87,306.57,19.72,7.89,2.41,0.0
20220417:0810,465.07,556.78,29.33,9.8,2.83,0.0
20220417:0910,631.03,764.42,38.18,11.53,2.9,0.0
20220417:1010,743.94,921.58,45.53,13.17,2.97,0.0
20220417:1110,783.14,983.56,50.34,14.64,3.1,0.0
20220417:1210,783.23,991.48,51.53,15.77,3.03,0.0
20220417:1310,654.92,819.91,48.77,16.62,2.97,0.0
20220417:1410,590.38,734.98,42.78,17.11,2.9,0.0
20220417:1510,437.85,541.99,34.71,17.25,2.55,0.0
20220417:1610,204.73,261.62,25.48,17.15,2.34,0.0
20220417:1710,117.95,166.28,15.73,16.58,1.86,0.0
20220417:1810,15.26,31.8,5.9,15.3,1.86,0.0
20220417:1910,0.0,0.0,0.0,14.35,2.14,0.0
20220417:2010,0.0,0.0,0.0,12.83,2.07,0.0
20220417:2110,0.0,0.0,0.0,11.84,1.93,0.0
20220417:2210,0.0,0.0,0.0,10.76,1.93,0.0
20220417:2310,0.0,0.0,0.0,9.58,1.93,0.0
20220418:0010,0.0,0.0,0.0,8.25,1.59,0.0
20220418:0110,0.0,0.0,0.0,9.27,0.76,0.0
20220418:0210,0.0,0.0,0.0,6.86,1.72,0.0
20220418:0310,0.0,0.0,0.0,6.01,2.34,0.0
20220418:0410,0.0,0.0,0.0,6.37,2.55,0.0
20220418:0510,0.0,0.0,0.0,6.57,2.48,0.0
20220418:0610,45.09,71.4,10.18,7.33,2.48,0.0
20220418:0710,130.39,168.31,20.02,8.75,3.1,0.0
20220418:0810,226.67,276.67,29.64,9.99,3.45,0.0
20220418:0910,307.41,370.76,38.5,11.22,3.52,0.0
20220418:1010,292.36,355.98,45.87,12.24,3.38,0.0
20220418:1110,375.89,457.46,50.7,13.38,3.1,0.0
20220418:1210,448.71,548.71,51.88,13.98,2.69,0.0
20220418:1310,444.73,546.01,49.08,14.45,2.34,0.0
20220418:1410,313.16,386.8,43.06,14.6,1.93,0.0
20220418:1510,131.03,172.51,34.96,14.89,1.38,0.0
20220418:1610,91.0,125.11,25.71,14.72,1.79,0.0
20220418:1710,39.99,63.38,15.95,13.99,2.34,0.0
20220418:1810,16.08,32.73,6.12,12.65,3.1,0.0
20220418:1910,0.0,0.0,0.0,9.81,3.24,0.0
20220418:2010,0.0,0.0,0.0,9.29,2.48,0.0
20220418:2110,0.0,0.0,0.0,8.77,2.07,0.0
20220418:2210,0.0,0.0,0.0,8.4,2.0,0.0
20220418:2310,0.0,0.0,0.0,8.04,1.86,0.0
20220419:0010,0.0,0.0,0.0,7.52,1.86,0.0
20220419:0110,0.0,0.0,0.0,7.11,1.93,0.0
20220419:0210,0.0,0.0,0.0,6.67,2.07,0.0
20220419:0310,0.0,0.0,0.0,6.27,2.14,0.0
20220419:0410,0.0,0.0,0.0,5.94,2.14,0.0
20220419:0510,0.0,0.0,0.0,5.58,2.07,0.0
20220419:0610,49.38,76.89,10.47,5.77,1.72,0.0
20220419:0710,162.02,204.13,20.32,6.95,3.52,0.0
20220419:0810,440.44,520.21,29.94,8.03,3.45,0.0
20220419:0910,561.14,665.92,38.82,9.3,3.45,0.0
20220419:1010,679.81,825.1,46.21,10.76,3.03,0.0
20220419:1110,735.12,910.63,51.05,11.45,2.41,0.0
20220419:1210,647.95,799.28,52.22,11.77,2.14,0.0
20220419:1310,463.75,561.59,49.4,11.61,2.41,0.0
20220419:1410,388.05,467.91,43.33,11.57,2.76,0.0
20220419:1510,212.59,262.41,35.2,11.28,3.1,0.0
20220419:1610,199.38,247.56,25.94,11.0,3.31,0.0
20220419:1710,13.52,28.38,16.17,10.53,3.1,0.0
20220419:1810,5.92,17.03,6.34,9.79,2.76,0.0
20220419:1910,0.0,0.0,0.0,8.94,3.17,0.0
20220419:2010,0.0,0.0,0.0,8.23,2.97,0.0
20220419:2110,0.0,0.0,0.0,7.65,2.48,0.0
20220419:2210,0.0,0.0,0.0,6.95,2.48,0.0
20220419:2310,0.0,0.0,0.0,6.78,2.55,0.0
20220420:0010,0.0,0.0,0.0,6.83,2.62,0.0
20220420:0110,0.0,0.0,0.0,6.74,2.34,0.0
20220420:0210,0.0,0.0,0.0,6.55,2.28,0.0
20220420:0310,0.0,0.0,0.0,6.24,2.34,0.0
20220420:0410,0.0,0.0,0.0,5.93,2.41,0.0
20220420:0510,0.0,0.0,0.0,5.82,2.41,0.0
20220420:0610,56.83,92.94,10.77,6.15,2.21,0.0
20220420:0710,69.49,96.49,20.62,7.33,2.41,0.0
20220420:0810,326.48,391.0,30.24,9.14,2.69,0.0
20220420:0910,611.78,738.19,39.14,10.93,2.76,0.0
20220420:1010,535.4,649.7,46.55,12.57,2.9,0.0
20220420:1110,574.36,702.26,51.4,13.84,3.24,0.0
20220420:1210,465.67,568.86,52.56,14.9,3.52,0.0
20220420:1310,591.17,726.1,49.7,15.52,3.72,0.0
20220420:1410,397.76,486.76,43.61,15.91,3.66,0.0
20220420:1510,255.04,317.08,35.45,15.88,3.45,0.0
20220420:1610,122.15,162.01,26.16,15.81,3.52,0.0
20220420:1710,33.75,55.81,16.39,15.26,2.9,0.0
20220420:1810,14.49,30.25,6.56,14.25,2.55,0.0
20220420:1910,0.0,0.0,0.0,13.2,2.21,0.0
20220420:2010,0.0,0.0,0.0,12.24,2.07,0.0
20220420:2110,0.0,0.0,0.0,11.34,2.07,0.0
20220420:2210,0.0,0.0,0.0,10.55,2.14,0.0
20220420:2310,0.0,0.0,0.0,9.78,2.14,0.0
20220421:0010,0.0,0.0,0.0,9.27,2.14,0.0
20220421:0110,0.0,0.0,0.0,8.51,2.28,0.0
20220421:0210,0.0,0.0,0.0,7.95,2.28,0.0
20220421:0310,0.0,0.0,0.0,7.26,2.28,0.0
20220421:0410,0.0,0.0,0.0,6.65,2.21,0.0
20220421:0510,0.0,0.0,0.0,6.2,2.21,0.0
20220421:0610,59.02,93.43,11.06,6.5,2.14,0.0
20220421:0710,149.41,190.89,20.91,8.67,1.93,0.0
20220421:0810,443.8,533.77,30.54,10.53,2.48,0.0
20220421:0910,624.73,758.89,39.45,11.86,2.69,0.0
20220421:1010,747.8,923.42,46.88,13.32,3.24,0.0
20220421:1110,828.79,1030.84,51.74,14.62,4.21,0.0
20220421:1210,828.55,1032.29,52.9,15.42,4.48,0.0
20220421:1310,776.52,964.94,50.01,15.97,4.34,0.0
20220421:1410,644.32,791.6,43.87,16.28,4.21,0.0
20220421:1510,403.6,492.58,35.69,16.36,4.21,0.0
20220421:1610,278.61,346.91,26.38,16.18,4.21,0.0
20220421:1710,136.84,192.0,16.6,15.76,3.86,0.0
20220421:1810,13.94,33.62,6.78,14.83,2.76,0.0
20220421:1910,0.0,0.0,0.0,13.42,2.41,0.0
20220421:2010,0.0,0.0,0.0,12.3,2.48,0.0
20220421:2110,0.0,0.0,0.0,11.74,2.62,0.0
20220421:2210,0.0,0.0,0.0,11.24,2.83,0.0
20220421:2310,0.0,0.0,0.0,11.07,3.03,0.0
20220422:0010,0.0,0.0,0.0,10.66,3.1,0.0
20220422:0110,0.0,0.0,0.0,9.9,3.03,0.0
20220422:0210,0.0,0.0,0.0,9.05,2.9,0.0
20220422:0310,0.0,0.0,0.0,8.42,2.76,0.0
20220422:0410,0.0,0.0,0.0,7.83,2.69,0.0
20220422:0510,0.0,0.91,1.68,7.22,2.69,0.0
20220422:0610,61.39,105.99,11.34,7.45,2.48,0.0
20220422:0710,249.81,316.82,21.19,9.4,2.55,0.0
20220422:0810,472.45,569.61,30.83,11.26,2.69,0.0
20220422:0910,629.87,768.09,39.76,12.89,2.83,0.0
20220422:1010,749.69,928.37,47.2,14.34,3.45,0.0
20220422:1110,761.36,937.3,52.08,15.36,4.97,0.0
20220422:1210,702.57,863.63,53.23,15.62,4.83,0.0
20220422:1310,656.32,805.07,50.31,15.5,4.41,0.0
20220422:1410,403.33,490.64,44.14,15.1,4.07,0.0
20220422:1510,555.75,675.0,35.92,15.06,3.93,0.0
20220422:1610,238.63,298.27,26.61,15.32,3.86,0.0
20220422:1710,133.41,185.78,16.82,15.0,3.52,0.0
20220422:1810,13.18,28.39,7.0,14.2,2.97,0.0
20220422:1910,0.0,0.0,0.0,13.16,3.31,0.0
20220422:2010,0.0,0.0,0.0,12.42,3.59,0.0
20220422:2110,0.0,0.0,0.0,11.83,3.72,0.0
20220422:2210,0.0,0.0,0.0,11.22,3.45,0.0
20220422:2310,0.0,0.0,0.0,10.51,3.24,0.0
20220423:0010,0.0,0.0,0.0,9.86,3.17,0.0
20220423:0110,0.0,0.0,0.0,9.46,3.17,0.0
20220423:0210,0.0,0.0,0.0,9.03,3.03,0.0
20220423:0310,0.0,0.0,0.0,8.62,2.97,0.0
20220423:0410,0.0,0.0,0.0,8.39,2.97,0.0
20220423:0510,0.0,0.91,1.96,8.34,3.1,0.0
20220423:0610,60.8,94.75,11.62,8.79,3.17,0.0
20220423:0710,131.8,170.68,21.47,10.31,2.9,0.0
20220423:0810,217.97,268.39,31.12,11.37,3.52,0.0
20220423:0910,142.11,182.57,40.06,12.45,3.93,0.0
20220423:1010,237.41,294.03,47.53,13.81,3.93,0.0
20220423:1110,447.48,544.31,52.42,14.65,4.0,0.0
20220423:1210,587.33,719.13,53.56,15.42,4.21,0.0
20220423:1310,435.55,532.0,50.61,16.16,4.48,0.0
20220423:1410,480.02,586.3,44.4,16.8,4.55,0.0
20220423:1510,507.19,611.98,36.16,15.43,5.17,0.0
20220423:1610,333.45,408.25,26.82,13.56,4.21,0.0
20220423:1710,16.7,33.11,17.03,13.34,3.03,0.0
20220423:1810,21.74,41.81,7.22,13.01,3.66,0.0
20220423:1910,0.0,0.0,0.0,12.64,3.31,0.0
20220423:2010,0.0,0.0,0.0,11.77,3.1,0.0
20220423:2110,0.0,0.0,0.0,11.07,3.03,0.0
20220423:2210,0.0,0.0,0.0,10.53,2.83,0.0
20220423:2310,0.0,0.0,0.0,10.15,2.55,0.0
20220424:0010,0.0,0.0,0.0,9.83,2.41,0.0
20220424:0110,0.0,0.0,0.0,9.54,2.28,0.0
20220424:0210,0.0,0.0,0.0,9.03,2.28,0.0
20220424:0310,0.0,0.0,0.0,8.49,2.28,0.0
20220424:0410,0.0,0.0,0.0,8.04,2.34,0.0
20220424:0510,0.0,2.72,2.25,7.79,2.28,0.0
20220424:0610,59.9,90.87,11.9,8.26,2.0,0.0
20220424:0710,170.47,217.63,21.75,10.19,1.45,0.0
20220424:0810,253.13,310.95,31.41,11.47,1.79,0.0
20220424:0910,569.94,695.59,40.36,13.42,2.62,0.0
20220424:1010,519.9,632.79,47.85,14.47,3.66,0.0
20220424:1110,560.26,686.95,52.75,15.32,3.72,0.0
20220424:1210,646.87,798.92,53.89,15.5,3.72,0.0
20220424:1310,417.77,511.44,50.91,15.7,3.72,0.0
20220424:1410,414.8,507.38,44.67,15.71,3.52,0.0
20220424:1510,317.31,390.54,36.39,15.74,3.24,0.0
20220424:1610,240.03,300.72,27.04,15.49,3.24,0.0
20220424:1710,133.03,184.43,17.24,14.95,3.03,0.0
20220424:1810,23.97,44.74,7.44,13.94,2.76,0.0
20220424:1910,0.0,0.0,0.0,12.9,2.34,0.0
20220424:2010,0.0,0.0,0.0,11.42,2.41,0.0
20220424:2110,0.0,0.0,0.0,10.32,2.34,0.0
20220424:2210,0.0,0.0,0.0,9.47,2.28,0.0
20220424:2310,0.0,0.0,0.0,8.69,2.28,0.0
20220425:0010,0.0,0.0,0.0,7.88,2.34,0.0
20220425:0110,0.0,0.0,0.0,7.21,2.21,0.0
20220425:0210,0.0,0.0,0.0,6.51,2.14,0.0
20220425:0310,0.0,0.0,0.0,5.95,2.14,0.0
20220425:0410,0.0,0.0,0.0,5.47,2.34,0.0
20220425:0510,0.0,1.81,2.53,5.23,2.28,0.0
20220425:0610,40.33,62.07,12.17,6.06,2.97,0.0
20220425:0710,80.33,108.87,22.02,7.2,3.24,0.0
20220425:0810,151.52,190.22,31.69,8.24,2.97,0.0
20220425:0910,107.34,140.95,40.65,9.51,2.9,0.0
20220425:1010,151.3,192.03,48.16,10.66,2.97,0.0
20220425:1110,539.08,653.02,53.08,11.97,3.1,0.0
20220425:1210,806.08,1006.55,54.22,12.77,3.03,0.0
20220425:1310,650.33,799.71,51.2,13.23,2.97,0.0
20220425:1410,481.04,583.66,44.92,13.48,3.17,0.0
20220425:1510,419.37,505.51,36.62,13.14,3.66,0.0
20220425:1610,363.52,442.54,27.26,12.41,4.0,0.0
20220425:1710,162.44,226.69,17.45,11.72,4.0,0.0
20220425:1810,22.63,44.38,7.65,11.0,3.31,0.0
20220425:1910,0.0,0.0,0.0,9.98,2.9,0.0
20220425:2010,0.0,0.0,0.0,8.58,2.83,0.0
20220425:2110,0.0,0.0,0.0,7.56,2.76,0.0
20220425:2210,0.0,0.0,0.0,6.75,2.55,0.0
20220425:2310,0.0,0.0,0.0,6.07,2.14,0.0
20220426:0010,0.0,0.0,0.0,5.51,1.79,0.0
20220426:0110,0.0,0.0,0.0,4.97,1.86,0.0
20220426:0210,0.0,0.0,0.0,4.64,2.0,0.0
20220426:0310,0.0,0.0,0.0,4.53,2.0,0.0
20220426:0410,0.0,0.0,0.0,4.35,2.0,0.0
20220426:0510,0.0,3.62,2.8,4.31,1.93,0.0
20220426:0610,60.63,88.72,12.44,5.1,1.72,0.0
20220426:0710,257.71,319.45,22.29,6.89,3.31,0.0
20220426:0810,477.13,564.3,31.96,8.2,3.31,0.0
20220426:0910,571.18,681.18,40.94,10.03,3.45,0.0
20220426:1010,743.77,903.12,48.47,11.19,3.79,0.0
20220426:1110,814.1,1000.09,53.41,11.97,4.0,0.0
20220426:1210,706.56,863.12,54.54,12.71,4.0,0.0
20220426:1310,480.13,579.3,51.5,12.84,3.93,0.0
20220426:1410,478.62,576.76,45.18,12.8,3.72,0.0
20220426:1510,298.7,363.15,36.85,12.82,3.72,0.0
20220426:1610,253.08,311.89,27.47,12.61,3.45,0.0
20220426:1710,91.83,126.0,17.66,12.28,3.03,0.0
20220426:1810,27.18,48.63,7.87,11.76,2.41,0.0
20220426:1910,0.0,0.0,0.0,11.28,2.48,0.0
20220426:2010,0.0,0.0,0.0,10.34,3.1,0.0
20220426:2110,0.0,0.0,0.0,9.72,3.59,0.0
20220426:2210,0.0,0.0,0.0,8.77,3.66,0.0
20220426:2310,0.0,0.0,0.0,7.93,3.59,0.0
20220427:0010,0.0,0.0,0.0,7.02,3.66,0.0
20220427:0110,0.0,0.0,0.0,6.13,3.59,0.0
20220427:0210,0.0,0.0,0.0,5.39,3.38,0.0
20220427:0310,0.0,0.0,0.0,4.79,3.1,0.0
20220427:0410,0.0,0.0,0.0,4.28,2.97,0.0
20220427:0510,1.52,9.05,3.07,3.91,2.97,0.0
20220427:0610,75.25,121.63,12.71,4.52,2.69,0.0
20220427:0710,275.42,339.99,22.56,5.93,3.45,0.0
20220427:0810,485.42,572.39,32.23,7.92,3.59,0.0
20220427:0910,649.27,775.55,41.23,9.81,3.59,0.0
20220427:1010,0.0,0.0,0.0,11.67,3.93,0.0
20220427:1110,659.95,800.61,53.73,13.18,4.62,0.0
20220427:1210,753.26,924.03,54.85,13.86,4.62,0.0
20220427:1310,721.56,882.48,51.78,14.23,4.69,0.0
20220427:1410,705.02,857.93,45.43,14.29,4.69,0.0
20220427:1510,463.31,557.71,37.08,14.14,4.69,0.0
20220427:1610,371.84,454.85,27.68,14.06,4.62,0.0
20220427:1710,160.33,223.5,17.87,13.83,4.14,0.0
20220427:1810,26.01,49.24,8.08,13.46,3.86,0.0
20220427:1910,0.0,0.0,0.0,12.57,3.72,0.0
20220427:2010,0.0,0.0,0.0,11.48,3.66,0.0
20220427:2110,0.0,0.0,0.0,10.53,3.86,0.0
20220427:2210,0.0,0.0,0.0,9.72,4.21,0.0
20220427:2310,0.0,0.0,0.0,9.07,4.28,0.0
20220428:0010,0.0,0.0,0.0,8.7,4.14,0.0
20220428:0110,0.0,0.0,0.0,8.2,3.79,0.0
20220428:0210,0.0,0.0,0.0,7.62,3.52,0.0
20220428:0310,0.0,0.0,0.0,7.13,3.31,0.0
20220428:0410,0.0,0.0,0.0,6.58,3.24,0.0
20220428:0510,0.0,2.72,3.34,6.27,3.24,0.0
20220428:0610,32.91,52.97,12.97,6.77,2.83,0.0
20220428:0710,78.87,107.84,22.82,8.69,2.9,0.0
20220428:0810,164.52,206.96,32.5,10.79,3.38,0.0
20220428:0910,256.48,314.66,41.51,12.62,3.45,0.0
20220428:1010,296.69,364.27,49.07,14.13,3.52,0.0
20220428:1110,585.56,721.09,54.05,15.38,3.52,0.0
20220428:1210,450.89,554.67,55.16,16.42,3.72,0.0
20220428:1310,395.27,487.68,52.07,17.12,3.79,0.0
20220428:1410,149.11,194.87,45.68,17.43,3.72,0.0
20220428:1510,459.18,566.45,37.3,17.85,3.52,0.0
20220428:1610,272.12,342.44,27.89,17.78,3.38,0.0
20220428:1710,53.76,81.35,18.08,17.42,2.9,0.0
20220428:1810,8.65,21.76,8.29,16.26,2.28,0.0
20220428:1910,0.0,0.0,0.0,14.45,2.62,0.0
20220428:2010,0.0,0.0,0.0,13.06,2.69,0.0
20220428:2110,0.0,0.0,0.0,12.13,2.62,0.0
20220428:2210,0.0,0.0,0.0,11.26,2.69,0.0
20220428:2310,0.0,0.0,0.0,10.53,2.76,0.0
20220429:0010,0.0,0.0,0.0,10.17,2.69,0.0
20220429:0110,0.0,0.0,0.0,9.86,2.55,0.0
20220429:0210,0.0,0.0,0.0,9.78,2.28,0.0
20220429:0310,0.0,0.0,0.0,9.24,2.14,0.0
20220429:0410,0.0,0.0,0.0,8.92,2.14,0.0
20220429:0510,4.97,15.39,3.6,8.2,2.14,0.0
20220429:0610,64.11,93.92,13.22,8.34,2.14,0.0
20220429:0710,119.69,155.69,23.07,9.71,2.69,0.0
20220429:0810,209.15,258.7,32.76,11.29,2.97,0.0
20220429:0910,497.62,602.26,41.78,12.97,3.03,0.0
20220429:1010,644.99,793.66,49.37,14.08,3.1,0.0
20220429:1110,819.62,1037.11,54.36,15.51,3.17,0.0
20220429:1210,845.57,1080.88,55.47,16.58,3.17,0.0
20220429:1310,748.3,943.18,52.35,16.96,3.31,0.0
20220429:1410,633.31,786.32,45.93,17.13,3.45,0.0
20220429:1510,457.18,561.62,37.52,17.06,3.52,0.0
20220429:1610,345.37,428.75,28.1,16.43,3.86,0.0
20220429:1710,161.42,226.63,18.28,14.99,4.21,0.0
20220429:1810,28.11,49.15,8.5,13.41,4.14,0.0
20220429:1910,0.0,0.0,0.0,12.09,3.79,0.0
20220429:2010,0.0,0.0,0.0,10.41,3.72,0.0
20220429:2110,0.0,0.0,0.0,9.05,3.66,0.0
20220429:2210,0.0,0.0,0.0,8.04,3.31,0.0
20220429:2310,0.0,0.0,0.0,7.26,2.97,0.0
20220430:0010,0.0,0.0,0.0,6.74,2.9,0.0
20220430:0110,0.0,0.0,0.0,6.48,2.76,0.0
20220430:0210,0.0,0.0,0.0,6.17,2.48,0.0
20220430:0310,0.0,0.0,0.0,6.13,2.41,0.0
20220430:0410,0.0,0.0,0.0,6.31,2.34,0.0
20220430:0510,0.28,6.34,3.86,6.79,2.83,0.0
20220430:0610,60.41,87.73,13.47,7.4,3.31,0.0
20220430:0710,130.35,166.23,23.32,7.41,3.24,0.0
20220430:0810,118.05,152.3,33.02,8.27,3.31,0.0
20220430:0910,363.17,432.6,42.05,9.36,3.38,0.0
20220430:1010,533.22,638.21,49.66,10.49,3.52,0.0
20220430:1110,507.11,610.94,54.67,11.65,3.52,0.0
20220430:1210,820.13,1021.88,55.78,13.07,3.45,0.0
20220430:1310,779.92,967.38,52.62,13.94,3.66,0.0
20220430:1410,730.29,900.6,46.17,14.26,3.52,0.0
20220430:1510,497.98,605.22,37.74,14.45,3.38,0.0
20220430:1610,349.12,430.68,28.31,14.6,3.31,0.0
20220430:1710,167.4,234.5,18.48,14.2,3.24,0.0
20220430:1810,31.61,54.63,8.71,13.51,2.97,0.0
20220430:1910,0.0,0.0,0.0,11.86,2.76,0.0
20220430:2010,0.0,0.0,0.0,10.46,2.62,0.0
20220430:2110,0.0,0.0,0.0,9.37,2.55,0.0
20220430:2210,0.0,0.0,0.0,8.5,2.48,0.0
20220430:2310,0.0,0.0,0.0,7.88,2.34,0.0
20220501:0010,0.0,0.0,0.0,7.45,2.14,0.0
20220501:0110,0.0,0.0,0.0,6.99,1.93,0.0
20220501:0210,0.0,0.0,0.0,6.6,1.72,0.0
20220501:0310,0.0,0.0,0.0,6.33,1.52,0.0
20220501:0410,0.0,0.0,0.0,5.91,1.38,0.0
20220501:0510,8.57,20.82,4.11,5.36,1.31,0.0
20220501:0610,76.02,110.03,13.72,6.04,0.97,0.0
20220501:0710,272.11,340.94,23.57,7.89,1.38,0.0
20220501:0810,471.8,566.07,33.27,9.21,2.0,0.0
20220501:0910,629.39,763.83,42.32,10.57,2.28,0.0
20220501:1010,716.59,884.46,49.95,12.03,2.55,0.0
20220501:1110,807.62,1010.9,54.97,13.22,2.97,0.0
20220501:1210,847.89,1066.76,56.08,13.98,3.31,0.0
20220501:1310,769.75,954.7,52.9,14.86,3.93,0.0
20220501:1410,666.47,818.08,46.41,14.78,3.66,0.0
20220501:1510,469.86,570.42,37.96,14.28,3.31,0.0
20220501:1610,269.33,333.49,28.51,14.05,3.17,0.0
20220501:1710,44.67,69.06,18.69,13.58,2.41,0.0
20220501:1810,12.02,26.49,8.91,12.99,2.21,0.0
20220501:1910,0.0,0.0,0.0,11.66,2.14,0.0
20220501:2010,0.0,0.0,0.0,10.59,2.14,0.0
20220501:2110,0.0,0.0,0.0,9.86,2.21,0.0
20220501:2210,0.0,0.0,0.0,9.43,2.34,0.0
20220501:2310,0.0,0.0,0.0,9.27,2.41,0.0
20220502:0010,0.0,0.0,0.0,9.08,2.28,0.0
20220502:0110,0.0,0.0,0.0,8.82,2.07,0.0
20220502:0210,0.0,0.0,0.0,8.59,1.93,0.0
20220502:0310,0.0,0.0,0.0,8.33,1.93,0.0
20220502:0410,0.0,0.0,0.0,8.23,1.93,0.0
20220502:0510,7.24,19.01,4.36,8.08,2.14,0.0
20220502:0610,65.8,95.02,13.96,8.21,2.07,0.0
20220502:0710,181.02,227.67,23.81,9.46,2.41,0.0
20220502:0810,299.78,362.76,33.51,9.79,1.86,0.0
20220502:0910,457.18,552.29,42.58,10.68,1.86,0.0
20220502:1010,574.8,703.35,50.23,12.29,2.28,0.0
20220502:1110,714.92,886.15,55.27,13.53,3.03,0.0
20220502:1210,762.19,943.39,56.38,14.8,4.21,0.0
20220502:1310,673.19,828.09,53.17,14.63,3.79,0.0
20220502:1410,499.47,607.76,46.65,14.27,3.38,0.0
20220502:1510,311.16,381.12,38.18,14.45,3.31,0.0
20220502:1610,317.43,392.13,28.71,14.48,3.1,0.0
20220502:1710,135.57,184.0,18.88,14.3,2.97,0.0
20220502:1810,31.14,53.03,9.12,13.69,2.48,0.0
20220502:1910,0.0,0.0,0.0,12.8,2.9,0.0
20220502:2010,0.0,0.0,0.0,11.72,2.9,0.0
20220502:2110,0.0,0.0,0.0,10.66,3.03,0.0
20220502:2210,0.0,0.0,0.0,9.96,2.97,0.0
20220502:2310,0.0,0.0,0.0,9.31,2.76,0.0
20220503:0010,0.0,0.0,0.0,8.68,2.48,0.0
20220503:0110,0.0,0.0,0.0,8.24,2.34,0.0
20220503:0210,0.0,0.0,0.0,7.73,2.21,0.0
20220503:0310,0.0,0.0,0.0,7.6,2.07,0.0
20220503:0410,0.0,0.0,0.0,7.13,2.0,0.0
20220503:0510,3.41,12.67,4.61,6.7,2.07,0.0
20220503:0610,60.28,86.97,14.2,7.41,1.79,0.0
20220503:0710,143.65,183.32,24.04,9.45,2.55,0.0
20220503:0810,247.46,302.86,33.75,11.38,2.97,0.0
20220503:0910,499.7,603.81,42.83,13.07,3.38,0.0
20220503:1010,642.81,786.9,50.5,14.34,3.79,0.0
20220503:1110,707.36,875.22,55.56,15.31,4.0,0.0
20220503:1210,269.58,334.83,56.67,15.47,3.52,0.0
20220503:1310,391.85,480.93,53.44,15.32,3.24,0.0
20220503:1410,328.03,403.75,46.89,15.12,2.97,0.0
20220503:1510,357.83,437.88,38.39,14.99,3.1,0.0
20220503:1610,363.33,448.48,28.91,14.5,3.03,0.0
20220503:1710,152.23,207.91,19.08,14.42,3.31,0.0
20220503:1810,34.68,59.52,9.32,13.7,2.97,0.0
20220503:1910,0.0,0.0,0.0,12.28,3.1,0.0
20220503:2010,0.0,0.0,0.0,11.01,3.03,0.0
20220503:2110,0.0,0.0,0.0,10.1,2.62,0.0
20220503:2210,0.0,0.0,0.0,9.39,2.28,0.0
20220503:2310,0.0,0.0,0.0,9.07,2.0,0.0
20220504:0010,0.0,0.0,0.0,8.82,1.79,0.0
20220504:0110,0.0,0.0,0.0,8.67,1.66,0.0
20220504:0210,0.0,0.0,0.0,8.35,1.66,0.0
20220504:0310,0.0,0.0,0.0,7.9,1.79,0.0
20220504:0410,0.0,0.0,0.0,7.47,1.72,0.0
20220504:0510,7.29,19.01,4.84,7.11,1.72,0.0
20220504:0610,66.21,94.83,14.43,7.62,1.59,0.0
20220504:0710,105.94,139.14,24.27,8.71,2.34,0.0
